id,gen,sp,en,rec,cnt,loc,lat,lng,alt,type,sex,stage,method,url,file,file-name,lic,q,length,time,date,uploaded,also,rmk,bird-seen,animal-seen,playback-used,temp,regnr,auto,dvc,mic,smp
141610,Crypturellus,cinereus,Cinereous Tinamou,Marcos Melo,Brazil,"Xapuri, Acre",-10.7427,-68.2818,220,song,,,field recording,//xeno-canto.org/141610,https://xeno-canto.org/141610/download,XC141610-Crypturellus cinereus 22 jun 2013 .mp3,//creativecommons.org/licenses/by-nc-sa/3.0/,B,0:23,09:00,2013-06-22,2013-07-05,"['Taraba major', 'Sciaphylax hemimelaena', 'Trogon melanurus']",,no,no,no,,,no,,,44100
119918,Crypturellus,cinereus,Cinereous Tinamou,GABRIEL LEITE,Brazil,"Porto Velho, Rondônia",-9.2485,-64.4897,100,song,,,field recording,//xeno-canto.org/119918,https://xeno-canto.org/119918/download,XC119918-Crypturellus cinereus_1603.MP3,//creativecommons.org/licenses/by-nc-sa/3.0/,B,0:23,07:30,2011-10-11,2013-01-24,['Lipaugus vociferans'],,no,no,no,,,no,,,44100
27219,Crypturellus,cinereus,Cinereous Tinamou,Sidnei Dantas,Brazil,"Novo Progresso, state of Pará",-7.1501,-55.4834,100,song,,,field recording,//xeno-canto.org/27219,https://xeno-canto.org/27219/download,Crypturellus cinereus pt 8 28 ago 2008.mp3,//creativecommons.org/licenses/by-nc-nd/2.5/,B,0:43,07:00,2008-08-28,2009-01-01,"['Pheugopedius coraya', 'Hypocnemis striata', 'Thamnomanes caesius', 'Thamnophilus schistaceus', 'Myiozetetes luteiventris']",edge of land forest.,unknown,unknown,unknown,,,no,,,22050
4765,Crypturellus,cinereus,Cinereous Tinamou,Sidnei de Melo Dantas,Brazil,"Tucuruí dam, right margin of the lake, state of Pará",-4.2327,-49.41194,50,song,,,field recording,//xeno-canto.org/4765,https://xeno-canto.org/4765/download,Crypturellus cinereus.mp3,//creativecommons.org/licenses/by-nc-nd/2.5/,B,0:38,17:10,2005-11-17,2008-11-20,"['Xiphorhynchus guttatus', 'Cyclarhis gujanensis']","undergrowth of land forest. Two individuals, not seen",unknown,unknown,unknown,,,no,,,22050
817213,Crypturellus,cinereus,Cinereous Tinamou,JAYRSON ARAUJO DE OLIVEIRA,Brazil,"Araguaína, Tocantins Chácara do Pedro Araujo",-7.3499,-48.2929,220,song,uncertain,adult,in the hand,//xeno-canto.org/817213,https://xeno-canto.org/817213/download,XC817213-11-07-2023-09e25-Inhambu-pixuna-ARAGUAINA.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,C,0:11,9:25,2023-07-11,2023-07-17,['Turdus leucomelas'],,no,no,no,,,no,Panasonic RR-US300,Embutido,44100
817028,Crypturellus,cinereus,Cinereous Tinamou,JAYRSON ARAUJO DE OLIVEIRA,Brazil,"Estreito, Maranhão Fazenda Monte pio",-6.7131,-47.017,240,song,uncertain,adult,in the hand,//xeno-canto.org/817028,https://xeno-canto.org/817028/download,XC817028-08-07-2023-18e13-Inhambu-pixuna-ESTREITO.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,C,0:05,18:13,2023-07-08,2023-07-16,[],,no,no,no,,,no,Panasonic RR-US300,Embutido,44100
673176,Crypturellus,cinereus,Cinereous Tinamou,Fernando Igor de Godoy,Brazil,"Dom Eliseu, Pará",-4.293,-47.5569,260,song,,,field recording,//xeno-canto.org/673176,https://xeno-canto.org/673176/download,XC673176-2516 Crypturellus cinereus (song)Santa Maria_DomEliseu_PA_240119_FIG.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,C,0:15,06:30,2019-01-24,2021-09-09,[],FCF - Fonoteca Casa da Floresta.,no,no,no,,,no,,,44100
524937,Crypturellus,cinereus,Cinereous Tinamou,Dante Buzzetti,Brazil,"Lagoa Azul,Carolina,Maranhão",-7.4346,-47.5735,160,song,,,field recording,//xeno-canto.org/524937,https://xeno-canto.org/524937/download,XC524937-Crypturellus cinereus DCB 468-5.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,C,1:23,18:50,2004-01-31,2020-02-07,[],DCB 468-5,no,no,no,,,no,,,44100
521554,Crypturellus,cinereus,Cinereous Tinamou,Jarrod Swackhamer,Brazil,"Cristalino Jungle Lodge, MT",-9.5981,-55.932,260,song,,,field recording,//xeno-canto.org/521554,https://xeno-canto.org/521554/download,XC521554-CITI_2018_timeunknown.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,C,0:02,?,2018-00-00,2020-01-21,[],"Recorded in 2018, but day and time are uncertain.",no,no,no,,,no,,,48000
481240,Crypturellus,cinereus,Cinereous Tinamou,Fernando Igor de Godoy,Brazil,"Cujubim, Rondônia",-8.9828,-62.5856,110,call,,,field recording,//xeno-canto.org/481240,https://xeno-canto.org/481240/download,XC481240-1141 Crypturellus cinereus (calls)Manoa_CujubimRO_051114_FIG.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,C,0:17,06:00,2014-11-05,2019-06-14,[],FCF1141 - Fonoteca Casa da Floresta.,no,no,unknown,,,no,,,48000
221836,Crypturellus,cinereus,Cinereous Tinamou,Peter Boesman,Brazil,"Alta Floresta area, Mato Grosso",-9.9,-55.9,,song,,,field recording,//xeno-canto.org/221836,https://xeno-canto.org/221836/download,XC221836-Cinereous Tinamou C 68.mp3,//creativecommons.org/licenses/by-nc-nd/4.0/,C,0:26,17:00,2005-07-23,2015-03-22,[],ID certainty 100%. (Archiv. tape 374 side A track 10 seq. A),unknown,unknown,unknown,,,no,,,44100
178777,Crypturellus,cinereus,Cinereous Tinamou,Edson Guilherme,Brazil,"Rio Branco, Rio Branco, Acre",-9.9491,-67.8809,160,song,,,field recording,//xeno-canto.org/178777,https://xeno-canto.org/178777/download,XC178777-140519_080.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,C,0:22,16:58,2014-05-19,2014-05-20,['Aratinga weddellii'],Parque Zoobotânico/Universidade Federal do Acre,unknown,unknown,unknown,,,no,,,44100
123657,Crypturellus,cinereus,Cinereous Tinamou,Tomaz Nascimento de Melo,Brazil,"Rio Branco, state of Acre",-9.9797,-67.7747,140,song,,,field recording,//xeno-canto.org/123657,https://xeno-canto.org/123657/download,XC123657-Crypturellus cinereus1_04-03-13_0525_PZ-Rio Branco-AC.mp3,//creativecommons.org/licenses/by-nc-sa/3.0/,C,1:40,17:30,2013-03-04,2013-03-05,[],,no,no,no,,,no,,,48000
121218,Crypturellus,cinereus,Cinereous Tinamou,GABRIEL LEITE,Brazil,Tocantins,-6.0832,-48.186,150,song,,,field recording,//xeno-canto.org/121218,https://xeno-canto.org/121218/download,XC121218-Crypturellus cinereus_167.MP3,//creativecommons.org/licenses/by-nc-sa/3.0/,C,0:13,07:30,2009-04-21,2013-02-07,[],,no,no,no,,,no,,,48000
119909,Crypturellus,cinereus,Cinereous Tinamou,GABRIEL LEITE,Brazil,"Parauapebas, Para",-5.9712,-50.235,280,song,,,field recording,//xeno-canto.org/119909,https://xeno-canto.org/119909/download,XC119909-Crypturellus cinereus_Carajas_1310.MP3,//creativecommons.org/licenses/by-nc-sa/3.0/,C,0:22,08:30,2012-02-06,2013-01-24,[],,no,no,no,,,no,,,44100
90693,Crypturellus,cinereus,Cinereous Tinamou,Alexander Lees,Brazil,"Bacia 157, Santarem",-2.833,-54.493,?,song,,,field recording,//xeno-canto.org/90693,https://xeno-canto.org/90693/download,157 8 150-2 Cin tin_ACL.mp3,//creativecommons.org/licenses/by-nc-nd/2.5/,C,0:25,08:00,2011-02-02,2011-12-02,"['Ramphastos tucanus', 'Automolus ochrolaemus']",primary forest (logged and burnt),unknown,unknown,unknown,,,no,,,48000
84175,Crypturellus,cinereus,Cinereous Tinamou,Alexander Lees,Brazil,"Paragominas, PA, Brazil, Bacia 358 ",-3.3084,-47.1851,?,call,,,field recording,//xeno-canto.org/84175,https://xeno-canto.org/84175/download,R09_0014Cinereous Tnamou_AlexLees.mp3,//creativecommons.org/licenses/by-nc-nd/2.5/,C,0:54,06:51,2010-10-12,2011-07-26,"['Poecilotriccus sylvia', 'Saltator maximus', 'Legatus leucophaius', 'Thamnophilus palliatus', 'Chaetura brachyura', 'Ramphocelus carbo', 'Tolmomyias sulphurescens', 'Myiozetetes cayanensis', 'Turdus leucomelas', 'Patagioenas speciosa']",secondary forest,unknown,unknown,unknown,,,no,,,48000
14781,Crypturellus,cinereus,Cinereous Tinamou,Bradley Davis,Brazil,"Pousada Rio Azul, PA",-9.2456,-55.987,220,song,,,field recording,//xeno-canto.org/14781,https://xeno-canto.org/14781/download,BD_2007-07-30_Crypturellus_cinereusXC.mp3,//creativecommons.org/licenses/by-nc-nd/2.5/,C,0:31,17:38,2007-07-30,2008-11-20,['Dendrocolaptes picumnus'],recording along the Rio Azul is made difficult due to many rapids link:http://www.surfbirds.com/trip_report.php?id=1203,unknown,unknown,unknown,,,no,,,44100
9563,Crypturellus,cinereus,Cinereous Tinamou,Allen T. Chartier,Brazil,"Fazenda Rancho Grande, Rondonia",-10.3167,-62.8667,200,song,,,field recording,//xeno-canto.org/9563,https://xeno-canto.org/9563/download,Crypturellus_cinereus_BR-FRG_19931111_S1_ATC.mp3,//creativecommons.org/licenses/by-nc-sa/3.0/,C,0:19,?,1993-11-11,2008-11-20,['Formicarius colma'],,unknown,unknown,unknown,,,no,,,44100
817025,Crypturellus,cinereus,Cinereous Tinamou,JAYRSON ARAUJO DE OLIVEIRA,Brazil,"Estreito, Maranhão Fazenda Monte pio",-6.7131,-47.017,240,song,uncertain,adult,in the hand,//xeno-canto.org/817025,https://xeno-canto.org/817025/download,XC817025-08-07-2023-18e04-Inhambu-pixuna-ESTREITO.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,D,0:13,18:04,2023-07-08,2023-07-16,[],,no,no,no,,,no,Panasonic RR-US300,Embutido,44100
770944,Crypturellus,cinereus,Cinereous Tinamou,Pedro Paz,Brazil,"Trilha do Patauá (near  Belém), Belém, Pará",-1.425,-48.4398,10,song,uncertain,uncertain,field recording,//xeno-canto.org/770944,https://xeno-canto.org/770944/download,XC770944-AUDIO-2022-11-30-06-55-37(1).mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,D,0:08,06:30,2022-11-30,2022-12-23,['Trogon viridis'],"This recording was made on my first day in field at the Utinga State Park. The trail passes through a deforested field that, on both sides, was surrounded by a flooded forest. It was in the dead of dawn that this magnificent voice sounded, probably very far away. I belive it was a female in territorial defense. The recording was made by the cellphone itself, and is basically unchanged.",no,no,no,,,no,Cellphone,Cellphone,48000
816990,Crypturellus,cinereus,Cinereous Tinamou,JAYRSON ARAUJO DE OLIVEIRA,Brazil,"Estreito, Maranhão Fazenda Monte pio",-6.7131,-47.017,240,call,uncertain,adult,in the hand,//xeno-canto.org/816990,https://xeno-canto.org/816990/download,XC816990-08-07-2023-16e39-Inhambu-pixuna-ESTREITO.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,E,0:02,16:39,2023-07-08,2023-07-16,[],,no,no,no,,,no,Panasonic RR-US300,Embutido,44100
524786,Crypturellus,soui,Little Tinamou,Guilherme Willrich,Brazil,"Canaã dos Carajás, State of Pará",-6.3112,-50.4546,650,song,uncertain,uncertain,field recording,//xeno-canto.org/524786,https://xeno-canto.org/524786/download,XC524786-Crypturellus soui - Carajas - Canaã- 23-09-2019 (10-11).mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,no score,0:48,10:11,2019-09-23,2020-02-07,[],,no,no,no,,,no,,,48000
472328,Crypturellus,soui,Little Tinamou,Ricardo Gagliardi,Brazil,"União Biological Reserve, Casimiro de Abreu / Rio das Ostras, Rio de Janeiro",-22.4312,-42.0337,50,call,,,field recording,//xeno-canto.org/472328,https://xeno-canto.org/472328/download,XC472328-Crypturellus_soui-1400018.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,no score,1:54,06:25,2014-07-04,2019-05-10,[],,no,no,no,,,no,,,44100
472327,Crypturellus,soui,Little Tinamou,Ricardo Gagliardi,Brazil,"União Biological Reserve, Casimiro de Abreu / Rio das Ostras, Rio de Janeiro",-22.4312,-42.0337,50,song,,,field recording,//xeno-canto.org/472327,https://xeno-canto.org/472327/download,XC472327-Crypturellus_soui-1400017.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,no score,0:16,06:15,2014-07-04,2019-05-10,[],,no,no,no,,,no,,,44100
472326,Crypturellus,soui,Little Tinamou,Ricardo Gagliardi,Brazil,"União Biological Reserve, Casimiro de Abreu / Rio das Ostras, Rio de Janeiro",-22.4312,-42.0337,50,call,,,field recording,//xeno-canto.org/472326,https://xeno-canto.org/472326/download,XC472326-Crypturellus_soui-1397133.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,no score,0:41,17:05,2014-07-03,2019-05-10,[],,no,no,no,,,no,,,44100
783222,Crypturellus,soui,Little Tinamou,JAYRSON ARAUJO DE OLIVEIRA,Brazil,"Taquaral de Goiás, Taquaral de Goiás, Goiás",-16.0538,-49.604,750,song,uncertain,adult,in the hand,//xeno-canto.org/783222,https://xeno-canto.org/783222/download,XC783222-27-02-2023-18e37-Tururim-(Crypturellus-soui-OK-OK)-TAQUARAL.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:46,18:37,2023-02-27,2023-03-01,"['Dysithamnus mentalis', 'Monasa nigrifrons', 'Xiphorhynchus guttatus', 'Leptotila verreauxi', 'Crypturellus undulatus', 'Buteo nitidus']",,no,no,yes,,,no,Panasonic RRUS551,Embutido,44100
783221,Crypturellus,soui,Little Tinamou,JAYRSON ARAUJO DE OLIVEIRA,Brazil,"Taquaral de Goiás, Taquaral de Goiás, Goiás",-16.0538,-49.604,750,song,uncertain,adult,in the hand,//xeno-canto.org/783221,https://xeno-canto.org/783221/download,XC783221-27-02-2023-18e41-Tururim-WIKI-TAQUARAL.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,A,1:13,18:41,2023-02-27,2023-03-01,"['Micrastur semitorquatus', 'Dysithamnus mentalis', 'Monasa nigrifrons', 'Xiphorhynchus guttatus', 'Crypturellus undulatus', 'Buteo nitidus']",,no,no,yes,,,no,Panasonic RRUS551,Embutido,44100
783213,Crypturellus,soui,Little Tinamou,JAYRSON ARAUJO DE OLIVEIRA,Brazil,"Taquaral de Goiás, Taquaral de Goiás, Goiás",-16.0538,-49.604,750,song,uncertain,adult,in the hand,//xeno-canto.org/783213,https://xeno-canto.org/783213/download,XC783213-28-02-2023-7e29-Tururim-WIKI-BOA-TAQUARAL.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,A,1:56,7:29,2023-02-28,2023-03-01,"['Herpsilochmus atricapillus', 'Arremon taciturnus', 'Lathrotriccus euleri', 'Campylorhamphus trochilirostris', 'Crypturellus undulatus', 'Pheugopedius genibarbis']",,yes,yes,yes,,,no,Panasonic RRUS551,Embutido,44100
754576,Crypturellus,soui,Little Tinamou,JAYRSON ARAUJO DE OLIVEIRA,Brazil,"Sinop, Cascalheiras - Mato Grosso",-11.7519,-55.638,340,"call, song",uncertain,adult,in the hand,//xeno-canto.org/754576,https://xeno-canto.org/754576/download,XC754576-18-09-2022-8e4-Tururim.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:24,8:04,2022-09-18,2022-10-08,"['Myrmoborus myotherinus', 'Nystalus striolatus', 'Sciaphylax hemimelaena']",,no,no,no,,,no,Panasonic RRUS551,Embutido,44100
741070,Crypturellus,soui,Little Tinamou,JAYRSON ARAUJO DE OLIVEIRA,Brazil,"Parque Estadual Altamiro de Moura Pacheco, Goianápolis, Goiás",-16.5456,-49.1572,800,song,uncertain,adult,field recording,//xeno-canto.org/741070,https://xeno-canto.org/741070/download,XC741070-27-07-2022 6e34 Tururim GOIANAPOLIS.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:43,6:34,2022-07-27,2022-08-01,"['Leptotila verreauxi', 'Turdus leucomelas']",,no,no,yes,,,no,,,44100
705473,Crypturellus,soui,Little Tinamou,Fernando Igor de Godoy,Brazil,"Manoel Urbano, State of Acre",-8.9293,-69.0886,240,song,,,field recording,//xeno-canto.org/705473,https://xeno-canto.org/705473/download,XC705473-02693 Crypturellus soui(song)UPP_SMacapa_MUrbano_AC_240717FIG.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:19,07:00,2017-07-24,2022-03-02,[],FCF 2693,no,no,no,,,no,,,44100
698618,Crypturellus,soui,Little Tinamou,Tulio Dornas,Brazil,"Santa Terezinha do Tocantins, State of Tocantins",-6.4818,-47.8109,400,"duet, song",,,field recording,//xeno-canto.org/698618,https://xeno-canto.org/698618/download,XC698618-Crypturellus_soui-4272570.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:20,07:00,2009-05-13,2022-01-24,[],,no,no,no,,,no,,,48000
692855,Crypturellus,soui,Little Tinamou,Dante Buzzetti,Brazil,"Rio Curiaú,Macapá,Amapá",0.1591,-51.0538,15,song,,,field recording,//xeno-canto.org/692855,https://xeno-canto.org/692855/download,XC692855-Crypturellus soui DCB 125-12.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:49,6:30,1996-11-19,2021-12-25,[],DCB 125-12,no,no,no,,,no,,,44100
657320,Crypturellus,soui,Little Tinamou,Rafael Lima,Brazil,"Reserva Natural da Vale - Linhares, Espirito Santo",-19.1456,-40.0645,70,song,uncertain,uncertain,field recording,//xeno-canto.org/657320,https://xeno-canto.org/657320/download,XC657320-Crypturellus soui 150719-071438.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,A,1:54,07:14,2019-07-15,2021-06-17,[],,no,no,yes,,,no,,,48000
657183,Crypturellus,soui,Little Tinamou,JAYRSON ARAUJO DE OLIVEIRA,Brazil,"Parque Estadual Altamiro de Moura Pacheco, Goianápolis, Goiás",-16.5456,-49.1572,800,song,uncertain,adult,field recording,//xeno-canto.org/657183,https://xeno-canto.org/657183/download,XC657183-15-06-2021 13e14 Tururim boa.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,A,1:24,13:14,2021-06-15,2021-06-16,['Brotogeris chiriri'],,no,no,yes,,,no,,,44100
656067,Crypturellus,soui,Little Tinamou,JAYRSON ARAUJO DE OLIVEIRA,Brazil,"Goiânia, Goiás, Fazenda Lageado",-16.5849,-49.1211,900,song,uncertain,adult,field recording,//xeno-canto.org/656067,https://xeno-canto.org/656067/download,XC656067-11-06-2021 8e5 Tururim7 dueto - boa.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,A,1:34,8:05,2021-06-11,2021-06-12,['Amazona amazonica'],,yes,yes,yes,,,no,,,44100
656065,Crypturellus,soui,Little Tinamou,JAYRSON ARAUJO DE OLIVEIRA,Brazil,"Goiânia, Goiás, Fazenda Lageado",-16.5849,-49.1211,900,song,uncertain,adult,field recording,//xeno-canto.org/656065,https://xeno-canto.org/656065/download,XC656065-11-06-2021 7e50 Tururim5 - boa.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:20,7:50,2021-06-11,2021-06-12,"['Herpsilochmus atricapillus', 'Leptotila verreauxi']",,yes,yes,yes,,,no,,,44100
606624,Crypturellus,soui,Little Tinamou,GABRIEL LEITE,Brazil,"Fazenda Cupido e Refúgio, Linhares, Linhares, Espírito Santo",-19.0647,-39.983,20,song,,adult,field recording,//xeno-canto.org/606624,https://xeno-canto.org/606624/download,XC606624-Crypturellus soui_Linhares_.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:35,07:00,2020-11-29,2020-12-02,[],,no,no,no,,,no,,,48000
557620,Crypturellus,soui,Little Tinamou,Dante Buzzetti,Brazil,"Parque Estadual Chandless,Santa Rosa do Purus,Acre",-9.4571,-70.4332,265,call,,,field recording,//xeno-canto.org/557620,https://xeno-canto.org/557620/download,XC557620-Crypturellus soui DCB 625-17.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,A,2:16,18:50,2008-08-04,2020-05-12,[],"DCB 625-17, two individuals",no,no,no,,,no,,,44100
506369,Crypturellus,soui,Little Tinamou,JAYRSON ARAUJO DE OLIVEIRA,Brazil,"Britânia, Goiás",-15.2144,-51.1947,280,song,uncertain,adult,field recording,//xeno-canto.org/506369,https://xeno-canto.org/506369/download,XC506369-05-10-2019 17e46 Tururim2 (Crypturellus soui-OK-OK).mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:35,17:46,2019-10-05,2019-11-09,['Crypturellus undulatus'],,yes,yes,yes,,,no,,,44100
493436,Crypturellus,soui,Little Tinamou,JAYRSON ARAUJO DE OLIVEIRA,Brazil,"Porto Franco, Maranhão Ecopousada Brasil",-6.3761,-47.1085,280,song,,,field recording,//xeno-canto.org/493436,https://xeno-canto.org/493436/download,XC493436-14-07-‎2019  ‏‎5e53 TURURIM e bacurau.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:05,5:53,2019-07-14,2019-08-20,[],,no,no,no,,,no,,,44100
469140,Crypturellus,soui,Little Tinamou,GABRIEL LEITE,Brazil,"Parauapebas, Pará",-6.0934,-50.2276,700,song,,,field recording,//xeno-canto.org/469140,https://xeno-canto.org/469140/download,XC469140-Crypturellus soui_Carajas_1008.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,A,1:16,07:00,2019-04-25,2019-04-28,[],,no,no,no,,,no,,,48000
413837,Crypturellus,soui,Little Tinamou,JAYRSON ARAUJO DE OLIVEIRA,Brazil,"Nerópolis, Goiás-Fundação Paulo de Tarso",-16.4314,-49.1459,850,song,,,field recording,//xeno-canto.org/413837,https://xeno-canto.org/413837/download,XC413837-Tururim3 (Crypturellus soui-OK).mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:23,8:45,2018-05-05,2018-05-06,['Myiopagis gaimardii'],,yes,yes,yes,,,no,,,44100
412497,Crypturellus,soui,Little Tinamou,JAYRSON ARAUJO DE OLIVEIRA,Brazil,"Nerópolis, Goiás-Fundação Paulo de Tarso",-16.4314,-49.1459,850,song,,,field recording,//xeno-canto.org/412497,https://xeno-canto.org/412497/download,XC412497-Tururim2 02-03-2018 7hs (Crypturellus soui).mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:36,7:00,2018-03-02,2018-04-26,[],Uma convenção de Tururins!,no,no,yes,,,no,,,44100
412494,Crypturellus,soui,Little Tinamou,JAYRSON ARAUJO DE OLIVEIRA,Brazil,"Nerópolis, Goiás-Fundação Paulo de Tarso",-16.4314,-49.1459,850,song,,,field recording,//xeno-canto.org/412494,https://xeno-canto.org/412494/download,XC412494-Tururim (Crypturellus soui-OK-OK).mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,A,1:29,10:05,2018-04-26,2018-04-26,[],,yes,yes,yes,,,no,,,44100
377292,Crypturellus,soui,Little Tinamou,Tulio Dornas,Brazil,"Near Faz Araçatuba, Lambari D'Oeste, Mato Grosso",-15.1789,-57.7467,220,song,,,field recording,//xeno-canto.org/377292,https://xeno-canto.org/377292/download,XC377292-Crypturellus_soui_cf_Desconhecido_3_M5_P4_Faz_Araçatuba_Lambaridoeste_MT (2).mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:41,08:30,2013-06-21,2017-06-26,[],,no,no,no,,,no,,,44100
377192,Crypturellus,soui,Little Tinamou,Robson Silva e Silva,Brazil,"Ferreira Gomes, Amapá",0.9242,-51.2155,70,song,,,field recording,//xeno-canto.org/377192,https://xeno-canto.org/377192/download,XC377192-Crypturellus_soui_17_Jun_2017_Ferreira_Gomes_AP_RSS.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,A,1:00,08:00,2017-06-17,2017-06-26,[],,no,no,no,,,no,,,44100
370827,Crypturellus,soui,Little Tinamou,FilhoManfredini,Brazil,Carajás National Park - Parauapebas - Pará - Brasíl,-6.1195,-50.3208,700,song,,,field recording,//xeno-canto.org/370827,https://xeno-canto.org/370827/download,XC370827-170421_003 - TURURIN.MP3,//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:28,11:30,2017-04-21,2017-05-19,[],filhomanfredini@gmail.com,yes,yes,yes,,,no,,,44100
354095,Crypturellus,soui,Little Tinamou,Nunes D'Acosta,Brazil,"Ribeirão João Leite - Goiânia,GO",-16.559,-49.2166,800,call,male,,field recording,//xeno-canto.org/354095,https://xeno-canto.org/354095/download,XC354095-Chripiturellus soiu.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:39,06:30,2017-01-22,2017-02-03,[],Ave praticamente desaparecida  das proximidades de Goiânia - Área de nascentes  com floresta secas dentro de  uma área preservada do Lago de  abastecimento de  água de Goiania - Um número considerável da espécie  vocalizam  sempre  juntos  no entardecer  e amanhecer na  área. Com André Mendonça ( o descobridor  dessa  espécie praticamente extinta localmente em Goiania0 Marcia Bessa  e Julio César.,yes,yes,no,,,no,,,44100
333320,Crypturellus,soui,Little Tinamou,Jeremy Minns,Brazil,"Ariquemes, Rondônia. 25km north of town",-9.7334,-63.1334,110,song,,,field recording,//xeno-canto.org/333320,https://xeno-canto.org/333320/download,XC333320-CRYSOU36.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:32,06:19,2003-04-01,2016-09-05,[],terra firme forest fragment,no,no,no,,,no,,,44100
325619,Crypturellus,soui,Little Tinamou,Fernando Igor de Godoy,Brazil,"Taquara - Belmonte, Bahia",-15.9852,-39.376,220,song,,,field recording,//xeno-canto.org/325619,https://xeno-canto.org/325619/download,XC325619-413 Crypturellus soui(song)AVCTaquaraBA100512.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:30,06:30,2012-05-10,2016-07-05,[],FNJV 29787 - Casa da Floresta,no,no,no,,,no,,,48000
266350,Crypturellus,soui,Little Tinamou,Eduardo Patrial,Brazil,"Nova Canaã do Norte, State of Mato Grosso",-10.9776,-55.7818,280,song,,,field recording,//xeno-canto.org/266350,https://xeno-canto.org/266350/download,XC266350-Crypturellus_soui_(Little_Tinamou)e.p.05.07.11.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:51,05:00,2011-07-05,2015-08-06,[],,no,no,no,,,no,,,44100
221887,Crypturellus,soui,Little Tinamou,Peter Boesman,Brazil,"Crasto forest, Sergipe",-11.4166666667,-37.4166666667,,song,,,field recording,//xeno-canto.org/221887,https://xeno-canto.org/221887/download,XC221887-Little Tinamou A 115.mp3,//creativecommons.org/licenses/by-nc-nd/4.0/,A,0:32,08:30,2004-02-03,2015-03-22,[],ID certainty 100%. (Archiv. tape 306 side A track 21 seq. A),unknown,unknown,unknown,,,no,,,44100
217698,Crypturellus,soui,Little Tinamou,Jeremy Minns,Brazil,Serra dos Carajás. Near airport,-6.109,-50.011,650,song,,,field recording,//xeno-canto.org/217698,https://xeno-canto.org/217698/download,XC217698-CRYSOU12.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:29,18:43,2002-02-01,2015-03-18,[], terra firme secondary growth - almost dark,no,no,no,,,no,,,44100
217697,Crypturellus,soui,Little Tinamou,Jeremy Minns,Brazil,Serra dos Carajás. Grota Funda road,-5.9642,-50.3653,240,song,,,field recording,//xeno-canto.org/217697,https://xeno-canto.org/217697/download,XC217697-CRYSOU15.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,A,1:20,17:38,2002-02-03,2015-03-18,[],terra firme forest,no,no,no,,,no,,,44100
217696,Crypturellus,soui,Little Tinamou,Jeremy Minns,Brazil,Serra dos Carajás. Grota Funda road,-5.9642,-50.3653,240,song,,,field recording,//xeno-canto.org/217696,https://xeno-canto.org/217696/download,XC217696-CRYSOU14.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:12,17:30,2002-02-03,2015-03-18,[],terra firme forest - two birds counter-singing,no,no,no,,,no,,,44100
